question_id,source_tex_file,source_question_number,topic,subtopic,difficulty,practice_level,question_type,parse_status,missing_options,missing_solution,student_visible
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q007,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,7,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q008,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,8,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q009,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,9,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q010,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,10,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q011,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,11,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q012,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,12,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q013,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,13,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q014,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,14,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q015,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,15,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q016,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,16,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q017,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,17,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q018,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,18,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q019,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,19,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q020,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,20,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q021,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,21,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q022,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,22,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q023,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,23,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q024,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,24,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q025,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,25,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q026,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,26,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q027,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,27,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q028,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,28,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q029,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,29,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q030,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,30,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q031,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,31,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q032,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,32,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q033,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,33,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q034,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,34,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q035,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,35,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q036,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,36,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q037,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,37,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q038,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,38,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q039,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,39,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q040,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,40,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q001,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,1,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q002,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,2,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q003,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,3,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q004,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,4,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q005,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,5,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q006,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,6,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q007,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,7,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q008,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,8,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q009,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,9,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q010,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,10,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q011,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,11,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q012,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,12,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q013,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,13,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q014,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,14,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q015,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,15,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q016,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,16,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q017,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,17,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q018,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,18,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q019,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,19,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_X3A4S_Q020,content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,20,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q001,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,1,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q002,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,2,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q003,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,3,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q004,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,4,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q005,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,5,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q006,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,6,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q007,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,7,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q008,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,8,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q009,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,9,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q010,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,10,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q011,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,11,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q012,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,12,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q013,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,13,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q014,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,14,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q015,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,15,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q016,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,16,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q017,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,17,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q018,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,18,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q019,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,19,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q020,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,20,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q021,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,21,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q022,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,22,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
LATEX_CAT_QUANT_CAT_QUANT_PRACTICE_POOL_ROKXV_Q023,content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,23,CAT Quant,Mixed,Unmapped,Beginner,TITA,full_parse,false,false,true
