question_id,source_file,source_set_number,source_question_number,varc_type,passage_id,difficulty,practice_level,topic,subtopic,parse_status,student_visible,has_passage,has_options,has_answer,parse_warnings
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q001,CAT-plus_VARC_Simulation.pdf,1,1,RC,VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S1_P1,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q002,CAT-plus_VARC_Simulation.pdf,1,2,RC,VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S1_P1,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q003,CAT-plus_VARC_Simulation.pdf,1,3,RC,VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S1_P1,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q004,CAT-plus_VARC_Simulation.pdf,1,4,RC,VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S1_P1,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q017,CAT-plus_VARC_Simulation.pdf,1,17,Para Summary,,,Intermediate,VARC,Para Summary,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q017_DUP2,CAT-plus_VARC_Simulation.pdf,1,17,Other,,,Intermediate,VARC,Other,missing_answer,false,false,false,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q018,CAT-plus_VARC_Simulation.pdf,1,18,Para Summary,,,Intermediate,VARC,Para Summary,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q018_DUP2,CAT-plus_VARC_Simulation.pdf,1,18,Critical Reasoning,,,Intermediate,VARC,Critical Reasoning,missing_answer,false,false,false,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q019,CAT-plus_VARC_Simulation.pdf,1,19,Para Summary,,,Intermediate,VARC,Para Summary,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q019_DUP2,CAT-plus_VARC_Simulation.pdf,1,19,Other,,,Intermediate,VARC,Other,missing_answer,false,false,false,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q020,CAT-plus_VARC_Simulation.pdf,1,20,Odd Sentence Out,,,Intermediate,VARC,Odd Sentence Out,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q020_DUP2,CAT-plus_VARC_Simulation.pdf,1,20,Other,,,Intermediate,VARC,Other,missing_answer,false,false,false,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q021,CAT-plus_VARC_Simulation.pdf,1,21,Odd Sentence Out,,,Intermediate,VARC,Odd Sentence Out,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q021_DUP2,CAT-plus_VARC_Simulation.pdf,1,21,Other,,,Intermediate,VARC,Other,missing_answer,false,false,false,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q022,CAT-plus_VARC_Simulation.pdf,1,22,Para Jumble,,,Intermediate,VARC,Para Jumble,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q022_DUP2,CAT-plus_VARC_Simulation.pdf,1,22,Other,,,Intermediate,VARC,Other,missing_answer,false,false,false,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q023,CAT-plus_VARC_Simulation.pdf,1,23,Para Jumble,,,Intermediate,VARC,Para Jumble,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q023_DUP2,CAT-plus_VARC_Simulation.pdf,1,23,Other,,,Intermediate,VARC,Other,missing_answer,false,false,false,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q024,CAT-plus_VARC_Simulation.pdf,1,24,Sentence Placement,,,Intermediate,VARC,Sentence Placement,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_PLUS_VARC_SIMULATION_S01_Q024_DUP2,CAT-plus_VARC_Simulation.pdf,1,24,Sentence Placement,,,Intermediate,VARC,Sentence Placement,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_VARC_1_S02_Q001,CAT_VARC_1.pdf,2,1,RC,VARC_SOURCE_CAT_VARC_1_S2_P1,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q002,CAT_VARC_1.pdf,2,2,RC,VARC_SOURCE_CAT_VARC_1_S2_P1,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q003,CAT_VARC_1.pdf,2,3,RC,VARC_SOURCE_CAT_VARC_1_S2_P1,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q004,CAT_VARC_1.pdf,2,4,RC,VARC_SOURCE_CAT_VARC_1_S2_P1,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q005,CAT_VARC_1.pdf,2,5,RC,VARC_SOURCE_CAT_VARC_1_S2_P2,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q006,CAT_VARC_1.pdf,2,6,RC,VARC_SOURCE_CAT_VARC_1_S2_P2,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q007,CAT_VARC_1.pdf,2,7,RC,VARC_SOURCE_CAT_VARC_1_S2_P2,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q008,CAT_VARC_1.pdf,2,8,RC,VARC_SOURCE_CAT_VARC_1_S2_P2,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q009,CAT_VARC_1.pdf,2,9,RC,VARC_SOURCE_CAT_VARC_1_S2_P3,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q010,CAT_VARC_1.pdf,2,10,RC,VARC_SOURCE_CAT_VARC_1_S2_P3,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q011,CAT_VARC_1.pdf,2,11,RC,VARC_SOURCE_CAT_VARC_1_S2_P3,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q012,CAT_VARC_1.pdf,2,12,RC,VARC_SOURCE_CAT_VARC_1_S2_P3,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q013,CAT_VARC_1.pdf,2,13,RC,VARC_SOURCE_CAT_VARC_1_S2_P4,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q014,CAT_VARC_1.pdf,2,14,RC,VARC_SOURCE_CAT_VARC_1_S2_P4,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q015,CAT_VARC_1.pdf,2,15,RC,VARC_SOURCE_CAT_VARC_1_S2_P4,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q016,CAT_VARC_1.pdf,2,16,RC,VARC_SOURCE_CAT_VARC_1_S2_P4,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q017,CAT_VARC_1.pdf,2,17,Para Summary,,,Intermediate,VARC,Para Summary,complete_va_question,true,false,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q018,CAT_VARC_1.pdf,2,18,Para Summary,,,Intermediate,VARC,Para Summary,complete_va_question,true,false,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q019,CAT_VARC_1.pdf,2,19,Para Summary,,,Intermediate,VARC,Para Summary,complete_va_question,true,false,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q020,CAT_VARC_1.pdf,2,20,Odd Sentence Out,,,Intermediate,VARC,Odd Sentence Out,complete_va_question,true,false,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q021,CAT_VARC_1.pdf,2,21,Odd Sentence Out,,,Intermediate,VARC,Odd Sentence Out,complete_va_question,true,false,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q022,CAT_VARC_1.pdf,2,22,Para Jumble,,,Intermediate,VARC,Para Jumble,complete_va_question,true,false,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q023,CAT_VARC_1.pdf,2,23,Para Jumble,,,Intermediate,VARC,Para Jumble,complete_va_question,true,false,true,true,
VARC_SOURCE_CAT_VARC_1_S02_Q024,CAT_VARC_1.pdf,2,24,Sentence Placement,,,Intermediate,VARC,Sentence Placement,complete_va_question,true,false,false,true,
VARC_SOURCE_CAT_VARC_15_S03_Q003,CAT_VARC_15.pdf,3,3,RC,VARC_SOURCE_CAT_VARC_15_S3_P1,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q004,CAT_VARC_15.pdf,3,4,RC,VARC_SOURCE_CAT_VARC_15_S3_P1,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q005,CAT_VARC_15.pdf,3,5,RC,VARC_SOURCE_CAT_VARC_15_S3_P1,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q006,CAT_VARC_15.pdf,3,6,RC,VARC_SOURCE_CAT_VARC_15_S3_P1,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q007,CAT_VARC_15.pdf,3,7,RC,VARC_SOURCE_CAT_VARC_15_S3_P2,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q008,CAT_VARC_15.pdf,3,8,RC,VARC_SOURCE_CAT_VARC_15_S3_P2,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q009,CAT_VARC_15.pdf,3,9,RC,VARC_SOURCE_CAT_VARC_15_S3_P2,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q010,CAT_VARC_15.pdf,3,10,RC,VARC_SOURCE_CAT_VARC_15_S3_P2,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q011,CAT_VARC_15.pdf,3,11,RC,VARC_SOURCE_CAT_VARC_15_S3_P3,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q012,CAT_VARC_15.pdf,3,12,RC,VARC_SOURCE_CAT_VARC_15_S3_P3,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q013,CAT_VARC_15.pdf,3,13,RC,VARC_SOURCE_CAT_VARC_15_S3_P3,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q014,CAT_VARC_15.pdf,3,14,RC,VARC_SOURCE_CAT_VARC_15_S3_P3,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q017,CAT_VARC_15.pdf,3,17,Para Jumble,,,Intermediate,VARC,Para Jumble,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q018,CAT_VARC_15.pdf,3,18,Odd Sentence Out,,,Intermediate,VARC,Odd Sentence Out,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q019,CAT_VARC_15.pdf,3,19,Sentence Placement,,,Intermediate,VARC,Sentence Placement,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q020,CAT_VARC_15.pdf,3,20,Para Summary,,,Intermediate,VARC,Para Summary,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q022,CAT_VARC_15.pdf,3,22,RC,VARC_SOURCE_CAT_VARC_15_S3_P4,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q023,CAT_VARC_15.pdf,3,23,RC,VARC_SOURCE_CAT_VARC_15_S3_P4,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_15_S03_Q024,CAT_VARC_15.pdf,3,24,RC,VARC_SOURCE_CAT_VARC_15_S3_P4,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_2_S04_Q001,CAT_VARC_2.pdf,4,1,RC,VARC_SOURCE_CAT_VARC_2_S4_P1,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_2_S04_Q002,CAT_VARC_2.pdf,4,2,RC,VARC_SOURCE_CAT_VARC_2_S4_P1,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_2_S04_Q003,CAT_VARC_2.pdf,4,3,RC,VARC_SOURCE_CAT_VARC_2_S4_P1,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_2_S04_Q004,CAT_VARC_2.pdf,4,4,RC,VARC_SOURCE_CAT_VARC_2_S4_P1,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_2_S04_Q017,CAT_VARC_2.pdf,4,17,Other,,,Intermediate,VARC,Other,complete_va_question,true,false,true,true,
VARC_SOURCE_CAT_VARC_2_S04_Q018,CAT_VARC_2.pdf,4,18,Other,,,Intermediate,VARC,Other,complete_va_question,true,false,true,true,
VARC_SOURCE_CAT_VARC_2_S04_Q019,CAT_VARC_2.pdf,4,19,Other,,,Intermediate,VARC,Other,complete_va_question,true,false,true,true,
VARC_SOURCE_CAT_VARC_2_S04_Q020,CAT_VARC_2.pdf,4,20,Para Jumble,,,Intermediate,VARC,Para Jumble,complete_va_question,true,false,true,true,
VARC_SOURCE_CAT_VARC_2_S04_Q021,CAT_VARC_2.pdf,4,21,Para Jumble,,,Intermediate,VARC,Para Jumble,complete_va_question,true,false,true,true,
VARC_SOURCE_CAT_VARC_2_S04_Q022,CAT_VARC_2.pdf,4,22,Odd Sentence Out,,,Intermediate,VARC,Odd Sentence Out,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_VARC_2_S04_Q023,CAT_VARC_2.pdf,4,23,Odd Sentence Out,,,Intermediate,VARC,Odd Sentence Out,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_VARC_2_S04_Q024,CAT_VARC_2.pdf,4,24,Sentence Placement,,,Intermediate,VARC,Sentence Placement,complete_va_question,true,false,true,true,
VARC_SOURCE_CAT_VARC_3_S05_Q001,CAT_VARC_3.pdf,5,1,RC,VARC_SOURCE_CAT_VARC_3_S5_P1,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_3_S05_Q002,CAT_VARC_3.pdf,5,2,RC,VARC_SOURCE_CAT_VARC_3_S5_P1,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_3_S05_Q003,CAT_VARC_3.pdf,5,3,RC,VARC_SOURCE_CAT_VARC_3_S5_P1,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_3_S05_Q004,CAT_VARC_3.pdf,5,4,RC,VARC_SOURCE_CAT_VARC_3_S5_P1,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_3_S05_Q005,CAT_VARC_3.pdf,5,5,RC,VARC_SOURCE_CAT_VARC_3_S5_P2,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_3_S05_Q006,CAT_VARC_3.pdf,5,6,RC,VARC_SOURCE_CAT_VARC_3_S5_P2,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_3_S05_Q007,CAT_VARC_3.pdf,5,7,RC,VARC_SOURCE_CAT_VARC_3_S5_P2,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_3_S05_Q008,CAT_VARC_3.pdf,5,8,RC,VARC_SOURCE_CAT_VARC_3_S5_P2,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_3_S05_Q009,CAT_VARC_3.pdf,5,9,RC,VARC_SOURCE_CAT_VARC_3_S5_P3,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_3_S05_Q010,CAT_VARC_3.pdf,5,10,RC,VARC_SOURCE_CAT_VARC_3_S5_P3,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_3_S05_Q011,CAT_VARC_3.pdf,5,11,RC,VARC_SOURCE_CAT_VARC_3_S5_P3,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_3_S05_Q012,CAT_VARC_3.pdf,5,12,RC,VARC_SOURCE_CAT_VARC_3_S5_P3,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_3_S05_Q013,CAT_VARC_3.pdf,5,13,RC,VARC_SOURCE_CAT_VARC_3_S5_P4,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_3_S05_Q014,CAT_VARC_3.pdf,5,14,RC,VARC_SOURCE_CAT_VARC_3_S5_P4,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
VARC_SOURCE_CAT_VARC_3_S05_Q015,CAT_VARC_3.pdf,5,15,RC,VARC_SOURCE_CAT_VARC_3_S5_P4,,Intermediate,VARC,Reading Comprehension,complete_rc_set,true,true,true,true,
